section;p_nr;p_title;p_room;p_day;p_time;p_chair;p_discussant;authors;title
Political Behavior;1015;The Urban-Rural Divide 1;MP6-5;Saturday;10:00;Pedro Riera;Francesco Colombo;Jeyhun Alizade;Crime and Urban Politics
Political Behavior;1015;The Urban-Rural Divide 1;MP6-5;Saturday;10:00;Pedro Riera;Francesco Colombo;Despina Alexiadou;Technocratic and Populist approaches to Fuel Tax
Political Behavior;1015;The Urban-Rural Divide 1;MP6-5;Saturday;10:00;Pedro Riera;Francesco Colombo;Twan Huijsmans, Theresa Kuhn, Bram Lancee;Urban-rural splits and the transnational cleavage in Europe. A longitudinal analysis of urban-rural differences in Eurosceptic voting
Political Behavior;1015;The Urban-Rural Divide 1;MP6-5;Saturday;10:00;Pedro Riera;Francesco Colombo;Pedro Riera, Fernando de la Cuesta, Jose Maycas;What's the matter with Madrid?
Political Behavior;1024;The Threat of Violence and Political Behavior;MP5-Rom;Saturday;10:00;Markus Wagner;Moritz Emanuel Bondeli;Fabio Ellger;The Electoral Consequences of Politically Motivated Crime. New Evidence from Germany.
Political Behavior;1024;The Threat of Violence and Political Behavior;MP5-Rom;Saturday;10:00;Markus Wagner;Moritz Emanuel Bondeli;Ursula Daxecker, Neeraj Prasad;Sowing Discord: Violent Unfreezing of Political Coalitions
Political Behavior;1024;The Threat of Violence and Political Behavior;MP5-Rom;Saturday;10:00;Markus Wagner;Moritz Emanuel Bondeli;Daniel Bischof, Alexander De Juan, Felix Haass, Henry Thomson;Representation and right-wing violence: Evidence from Nazi street brawls
Political Behavior;1024;The Threat of Violence and Political Behavior;MP5-Rom;Saturday;10:00;Markus Wagner;Moritz Emanuel Bondeli;Moritz Emanuel Bondeli;Threats of Violence and Political Ambition: Experimental Evidence
Political Behavior;1024;The Threat of Violence and Political Behavior;MP5-Rom;Saturday;10:00;Markus Wagner;Moritz Emanuel Bondeli;Kishan Bhakta, Maranda Joyce, Tabitha Koch, Jonathan Homola;How Should Politicians Respond to Violent Threats? A Gendered Explanation of How the Public Views Responses to Threats of Violence
Political Behavior;1026;Social Change, Voting and Gender;MP6-2;Saturday;10:00;Sigrid Roßteutscher;Alexia Katsanidou;Sigrid Roßteutscher;Gender Differences in Turnout and Voting: A Long Term Perspective
Political Behavior;1026;Social Change, Voting and Gender;MP6-2;Saturday;10:00;Sigrid Roßteutscher;Alexia Katsanidou;Jeevan Baniya, Stephen Meserve, Daniel Pemstein, Brigitte Seim;Gender, Vote Buying, and Local Public Goods Provision
Political Behavior;1026;Social Change, Voting and Gender;MP6-2;Saturday;10:00;Sigrid Roßteutscher;Alexia Katsanidou;Alexia Katsanidou, Juliane Reichelt;Politicisation of the gender issue across time and space.
Political Behavior;1026;Social Change, Voting and Gender;MP6-2;Saturday;10:00;Sigrid Roßteutscher;Alexia Katsanidou;Sabrina Habchi;Experience with discrimination and women of color's political behavior in the United Kingdom
Political Behavior;1026;Social Change, Voting and Gender;MP6-2;Saturday;10:00;Sigrid Roßteutscher;Alexia Katsanidou;Nerea Gándara Guerra, Elias Dinas;The intrusion of value change: mass media and abortion rights in Argentina
Political Representation;1102;Candidate Selection;MP6-1;Saturday;10:00;Chitralekha Basu;Lea Elsässer;Nicholas Charron, Monika Bauhr;Merit, Quotas or Political recruitment? How gender balance affects perceptions of legitimacy
Political Representation;1102;Candidate Selection;MP6-1;Saturday;10:00;Chitralekha Basu;Lea Elsässer;Priyadarshi Amar;Do Ballot Access Laws Affect Marginalized Groups Disproportionately? Evidence from India's Village Elections
Political Representation;1102;Candidate Selection;MP6-1;Saturday;10:00;Chitralekha Basu;Lea Elsässer;Carolina Plescia, María Belén Abdala;In or out? A study on how parties decide whom to include as candidates and whom to exclude
Political Representation;1102;Candidate Selection;MP6-1;Saturday;10:00;Chitralekha Basu;Lea Elsässer;Sergio Ascencio;Stacking the Deck: A Theory of Party Control of Primary Elections
Political Representation;1102;Candidate Selection;MP6-1;Saturday;10:00;Chitralekha Basu;Lea Elsässer;Chitralekha Basu, Jens Wäckerle, Lea Kaftan;Intersectional identities and citizens' preferences for representation
Political Representation;1105;Trust in Politics and Political Institutions 1;MP6-4;Saturday;10:00;Timothy Hicks;Daniel Devine;Timothy Hicks, Alan Jacobs, Scott Matthews;Inequality, Fairness, Trust, and Contributions to Collective Goods
Political Representation;1105;Trust in Politics and Political Institutions 1;MP6-4;Saturday;10:00;Timothy Hicks;Daniel Devine;Ana Carolina Garriga;Public confidence in the Bank of England
Political Representation;1105;Trust in Politics and Political Institutions 1;MP6-4;Saturday;10:00;Timothy Hicks;Daniel Devine;Sukayna Younger-Khan, Nils Weidmann, Lisa Oswald;Consistent Effects of Science and Scientist Characteristics on Public Trust across Political Regimes
Political Representation;1105;Trust in Politics and Political Institutions 1;MP6-4;Saturday;10:00;Timothy Hicks;Daniel Devine;Enrijeta Shino, Regina Wagner, Michael Binder;The Power of the Leader: Party Approval and Institutional Trust
Political Economy;1217;Unintended Consequences of Political Institutions;MP8-Large;Saturday;10:00;Alexandra Hartman;Tanja Schweinberger;Alexandra Hartman, Darin Christensen, Cyrus Samii, Avi Ahuja;Communal Property Rights and Payment for Ecosystem Services in Liberia
Political Economy;1217;Unintended Consequences of Political Institutions;MP8-Large;Saturday;10:00;Alexandra Hartman;Tanja Schweinberger;Felix Dwinger;Question Times and Protests under Electoral Authoritarianism: Evidence from Zimbabwe
Political Economy;1217;Unintended Consequences of Political Institutions;MP8-Large;Saturday;10:00;Alexandra Hartman;Tanja Schweinberger;Virginia Rocha;Is it a family matter? How politicians with family political ties shape public transparency.
Political Economy;1217;Unintended Consequences of Political Institutions;MP8-Large;Saturday;10:00;Alexandra Hartman;Tanja Schweinberger;Jey Alizade, Thomas Tichelbaecker;State Surveillance and the Recruitment of Civil Servants by Radical Right Parties
Public Policy and Administration;1308;The Politics of Energy Transition;MP7-222;Saturday;10:00;Gracia Brückmann;Muzhou Zhang;Rahel Freiburghaus, Jonas Schmid, Isabelle Stadelmann-Steffen;Energy federalism: Realizing the energy transition against the odds of fragmented political authority
Public Policy and Administration;1308;The Politics of Energy Transition;MP7-222;Saturday;10:00;Gracia Brückmann;Muzhou Zhang;Tarik Abou-Chadi, Markus Kollberg;Cutting the Climate Policy Knot!? Green Industrial Policies as a Programmatic Strategy of Centre-Left Parties
Public Policy and Administration;1308;The Politics of Energy Transition;MP7-222;Saturday;10:00;Gracia Brückmann;Muzhou Zhang;Rebeka Sträter;Governing renewable energy infrastructure - a multi-dimensional analysis of the community acceptance of district-level energy storage in Switzerland.
Public Policy and Administration;1308;The Politics of Energy Transition;MP7-222;Saturday;10:00;Gracia Brückmann;Muzhou Zhang;Alexander Held, Pauliina Patana;Climate Change, Wind Energy, and the Populist Radical Right
Public Opinion and Political Communication;1417;Attitudes and Voting;MP7-20;Saturday;10:00;Nicolai Berk;Naman Rawat;Nicolai Berk;Voters are Spatial Reasoners *and* Motivated Partisans
Public Opinion and Political Communication;1417;Attitudes and Voting;MP7-20;Saturday;10:00;Nicolai Berk;Naman Rawat;Beatriz Lasheras Mas, Carolina Plescia, Julia Partheymueller, Sylvia Kritzinger;Holding onto the Basket Despite a 'Bad Apple': Experimental Insights into Perceptions of Scandals Across 15 European Countries
Public Opinion and Political Communication;1417;Attitudes and Voting;MP7-20;Saturday;10:00;Nicolai Berk;Naman Rawat;Naman Rawat;The Impact of Gang Violence on Natives' Perception of Immigrants: A Case Study in Sweden
Public Opinion and Political Communication;1417;Attitudes and Voting;MP7-20;Saturday;10:00;Nicolai Berk;Naman Rawat;Clara Vandeweerdt;Disruptive Protests and Public Opinion on Climate Change
Public Opinion and Political Communication;1417;Attitudes and Voting;MP7-20;Saturday;10:00;Nicolai Berk;Naman Rawat;David Schweizer;Same yet different? The electoral impact of forest loss for green parties and the radical right
Public Opinion and Political Communication;1423;Agenda Control;MP7-315;Saturday;10:00;Luca Bellodi;Luca Bellodi;Tal Elovits;Governamental Agenda Control in a Busy Parliament: Evidence from Israel
Public Opinion and Political Communication;1423;Agenda Control;MP7-315;Saturday;10:00;Luca Bellodi;Luca Bellodi;Kendall Curtis;Voter Perceptions of Legislative Productivity in Coalition Governments
Public Opinion and Political Communication;1423;Agenda Control;MP7-315;Saturday;10:00;Luca Bellodi;Luca Bellodi;Tinette Schnatterer, Anja Durovic;Agenda setting through government polls: what policy issues are covered in commissioned surveys and why ?
Political Representation;1126;Elite Attitudes and Communication;MP5-Barcelona;Saturday;10:00;Tom O'Grady;Albert Falcó-Gimeno;Humeyra Biricik;Political Speech as a Forecasting Tool for Democratic Backsliding
Political Representation;1126;Elite Attitudes and Communication;MP5-Barcelona;Saturday;10:00;Tom O'Grady;Albert Falcó-Gimeno;Tom O'Grady;Political elites think about public opinion like John Zaller: evidence from a case study of criminal justice policy
Political Representation;1126;Elite Attitudes and Communication;MP5-Barcelona;Saturday;10:00;Tom O'Grady;Albert Falcó-Gimeno;Erick Stivens Padilla-Galviz, Alvaro Canalejo-Molero;Does Losing Affect Democratic Attitudes and Preferences among Rank-and-File Political Candidates? A Comparative Study in 27 Elections
Political Representation;1126;Elite Attitudes and Communication;MP5-Barcelona;Saturday;10:00;Tom O'Grady;Albert Falcó-Gimeno;Albert Falcó-Gimeno, Isobel Kemp;Nation-building in State Peripheries: National Symbols and State Capacity among Local Elites
Comparative Politics;1501;Parliamentary Debates 2: Content, Rhetoric. Conflict;MP7-314;Saturday;10:00;Tom Louwerse;Meray Maddah;Zachary Greene, Maarja Lühiste, Christine Sylvester;Bringing Diversity to Parliament? How gender and candidate quotas impact the content of parliamentary speech
Comparative Politics;1501;Parliamentary Debates 2: Content, Rhetoric. Conflict;MP7-314;Saturday;10:00;Tom Louwerse;Meray Maddah;Danielle Pullan, Jens Wäckerle, Bruno Castanho Silva;Undermining the Parliamentary Patriarchy: Women, Political Speech, and Power around the World
Comparative Politics;1501;Parliamentary Debates 2: Content, Rhetoric. Conflict;MP7-314;Saturday;10:00;Tom Louwerse;Meray Maddah;Tom Louwerse, Or Tuttnauer, Lukas Warode;The dynamics of parliamentary conflict in response to electoral information
Comparative Politics;1501;Parliamentary Debates 2: Content, Rhetoric. Conflict;MP7-314;Saturday;10:00;Tom Louwerse;Meray Maddah;Kristina Bakkær Simonsen, Tobias Widmann;Moral-Emotional Elite Rhetoric and Voter Support
Comparative Politics;1508;Public Policies in Comparative Perspective;MP7-316;Saturday;10:00;Xavier Fernández-i-Marí;Felicia Robertson;Felicia Robertson, Ahmed Elragal, Simon Matti, Annica Sandström;Who drives policy change? A Novel Machine Learning Approach for Mineral Policy Analysis
Comparative Politics;1508;Public Policies in Comparative Perspective;MP7-316;Saturday;10:00;Xavier Fernández-i-Marí;Felicia Robertson;Wooseok Kim;Party System Institutionalization, Nationalization, and the Provision of Public Goods
Comparative Politics;1508;Public Policies in Comparative Perspective;MP7-316;Saturday;10:00;Xavier Fernández-i-Marí;Felicia Robertson;Ashrakat Elshehawy, Mohamed Saleh;Religious Minorities and Public Service Provision: Evidence from 19th and early 20th Century Egypt
Comparative Politics;1508;Public Policies in Comparative Perspective;MP7-316;Saturday;10:00;Xavier Fernández-i-Marí;Felicia Robertson;Xavier Fernández-i-Marín, Christoph Knill, Markus Hinterleitner, Yves Steinebach;Assessing and Comparing the Effects of Public Policies - A New Approach
Comparative Politics;1508;Public Policies in Comparative Perspective;MP7-316;Saturday;10:00;Xavier Fernández-i-Marí;Felicia Robertson;E. Keith Smith, Ella Henninger, Vally Koubi, Thomas Bernauer;Political feasibility of air pollution mitigation across six lower- and middle-income democracies: An assessment of barriers and future solution pathways
European Politics;1605;Attitudes towards the EU;MP7-313;Saturday;10:00;Nelly Buntfuß;shared responsibility;Aleksandra Khokhlova, Nikoleta Yordanova, Anastasia Ershova;Just to be clear? European Parliament position-taking and public opinion
European Politics;1605;Attitudes towards the EU;MP7-313;Saturday;10:00;Nelly Buntfuß;shared responsibility;Irene Rodríguez, Toni Rodon, Heike Klüver, Asli Unan, Lisa Herbig, Sara Hobolt, Zachary Dickson;A coordinated solution for a coordinated problem? A Civic Education experiment on climate change and attitudes towards the European Union
European Politics;1605;Attitudes towards the EU;MP7-313;Saturday;10:00;Nelly Buntfuß;shared responsibility;Arndt Leininger, Felix Grünewald, Nelly Buntfuß;Make up your mind. Did EU referendums lead to polarization over EU integration?
European Politics;1605;Attitudes towards the EU;MP7-313;Saturday;10:00;Nelly Buntfuß;shared responsibility;Andreas Dür, Stefan Hee, Robert Huber, Sofia Vasilopoulou;Regional trade competitiveness and EU support
European Politics;1605;Attitudes towards the EU;MP7-313;Saturday;10:00;Nelly Buntfuß;shared responsibility;Anders Ejrnæs, Mads Dagnis Jensen, Suen Wang;The Conditional Nature of European Union Support: Insights from a Difference-in-Differences and Multilevel Regression Analysis
Party Politics;1815;Issue Competition and Party Strategy;MP5-Köln;Saturday;10:00;Theresa Gessler;Jacob Gunderson;Gefjon Off, Federico Trastulli;The (in)stability and determinants of voters’ issue salience from a longitudinal and comparative perspective
Party Politics;1815;Issue Competition and Party Strategy;MP5-Köln;Saturday;10:00;Theresa Gessler;Jacob Gunderson;Miku Matsunaga;Do Parties Shift Welfare Policy After the Financial Crisis?
Party Politics;1815;Issue Competition and Party Strategy;MP5-Köln;Saturday;10:00;Theresa Gessler;Jacob Gunderson;Theresa Gessler, Tarik Abou-Chadi, Magdalena Breyer;Progressive momentum and the dynamics of political competition: The case of #metoo
Party Politics;1815;Issue Competition and Party Strategy;MP5-Köln;Saturday;10:00;Theresa Gessler;Jacob Gunderson;Simon Luck;To what extent do news media influence policy responsiveness? Cross-national evidence from Europe
Party Politics;1815;Issue Competition and Party Strategy;MP5-Köln;Saturday;10:00;Theresa Gessler;Jacob Gunderson;Denise Al-Gaddooa, Simon T. Franzmann, Felicia Riethmüller;Bridging the Gap: Party Group Appeals and Party System Responsiveness
Political Sociology;2201;Ethnicity and Politics;MP6-3;Saturday;10:00;David Marshall;Marc Guinjoan;Denisa Kostovicova, Tolga Sinmazdemir, Lanabi La Lova, Sanja Vico;Ingroup and Intergroup Effects of Djokovic's Exclusion from 2022 Australia Open
Political Sociology;2201;Ethnicity and Politics;MP6-3;Saturday;10:00;David Marshall;Marc Guinjoan;Lennart Kaplan;"Resolving the puzzle of ""reversed favoritism"" in African agriculture"
Political Sociology;2201;Ethnicity and Politics;MP6-3;Saturday;10:00;David Marshall;Marc Guinjoan;Anne Rasmussen, Marta Antonetti;The Role of Efficacy in Marginalized Groups' Participation in Online Advocacy
Political Sociology;2201;Ethnicity and Politics;MP6-3;Saturday;10:00;David Marshall;Marc Guinjoan;David Marshall, Simonetta Longhi;Evidence based policy making with suboptimal measurement: disparities in educational outcome across ethnicity
Political Sociology;2201;Ethnicity and Politics;MP6-3;Saturday;10:00;David Marshall;Marc Guinjoan;Nicole Martin, Roland Kappe, Ralph Scott;Does education still matter in a highly-educated cohort? Evidence from high stakes exams in England
Political Behavior;1001;Class Politics;MP7-20;Saturday;12:00;Geoff Evans;Magdalena Breyer;Stine Hesstvedt, Peter Egge Langsæther;Working class demobilisation in a social democratic welfare state
Political Behavior;1001;Class Politics;MP7-20;Saturday;12:00;Geoff Evans;Magdalena Breyer;Rune Stubager, Peter Langsæther, Stine Hesstvedt;The political implications of class identification: A longitudinal study of Norway and Denmark
Political Behavior;1001;Class Politics;MP7-20;Saturday;12:00;Geoff Evans;Magdalena Breyer;Geoff Evans, Leo Azzollini;Class, Political Efficacy, and the Role of Values: Results from the British Election Study Panel
Political Behavior;1001;Class Politics;MP7-20;Saturday;12:00;Geoff Evans;Magdalena Breyer;Daniel Devine, Stuart Turnbull-Dugarte, Matt Ryan;How the public derive politicians' social class and its consequences
Political Behavior;1016;The Urban-Rural Divide 2;MP6-1;Saturday;12:00;Lawrence McKay;Zeth Isaksson;Alexander Yeandle;The political consequences of Africa's mobile revolution
Political Behavior;1016;The Urban-Rural Divide 2;MP6-1;Saturday;12:00;Lawrence McKay;Zeth Isaksson;Lawrence McKay;Urbanisation and political support: a re-examination using night-time light data
Political Behavior;1016;The Urban-Rural Divide 2;MP6-1;Saturday;12:00;Lawrence McKay;Zeth Isaksson;Sean Fox, Nick Dorward, Kristian Hoelscher;Cities, urbanization and political change
Political Behavior;1016;The Urban-Rural Divide 2;MP6-1;Saturday;12:00;Lawrence McKay;Zeth Isaksson;Valentin Pautonnier, Ruth Dassonneville, Richard Nadeau, Michael Lewis-Beck, Nadjim Fréchet;The Rural-Urban Cleavage in US Presidential Elections: Stability and Change
Political Behavior;1032;Natural Disasters, Crises, and Green Voting;MP6-2;Saturday;12:00;Anna Lia Brunetti;Dennis Abel;Franziska Quoß;The link between objective measures and subjective perceptions of extreme weather
Political Behavior;1032;Natural Disasters, Crises, and Green Voting;MP6-2;Saturday;12:00;Anna Lia Brunetti;Dennis Abel;Jan Berz;Random Crises and Electoral Accountability. When do Voters react competently to Random Crises?
Political Behavior;1032;Natural Disasters, Crises, and Green Voting;MP6-2;Saturday;12:00;Anna Lia Brunetti;Dennis Abel;Rosa Navarrete, Christina Eder;Thinking green, voting green? The relationship between individual concern for the environment and vote choice in Germany
Political Behavior;1032;Natural Disasters, Crises, and Green Voting;MP6-2;Saturday;12:00;Anna Lia Brunetti;Dennis Abel;Jessica Haak;Everywhere you vote, you always take the weather with you: The effects of climate change exposure on Green Party voting
Political Representation;1101;Representing Class;MP5-SanFrancisco;Saturday;12:00;Lea Elsässer;Paolo Agnolin;Nicholas Carnes, Noam Lupu;Keeping Workers Off the Ballot: Survey Evidence from the Americas
Political Representation;1101;Representing Class;MP5-SanFrancisco;Saturday;12:00;Lea Elsässer;Paolo Agnolin;Jacob Nyrup, Peter Egge Langsæther, Mikael Persson, Anders Sundell;Which countries have the most representative governments?
Political Representation;1101;Representing Class;MP5-SanFrancisco;Saturday;12:00;Lea Elsässer;Paolo Agnolin;Lea Elsässer;Trade unions as steppingstones to working-class office holding? Evidence from German parliamentary careers
Political Representation;1101;Representing Class;MP5-SanFrancisco;Saturday;12:00;Lea Elsässer;Paolo Agnolin;Line Rennwald, André Mach, Adrian Zimmermann;The Role of Trade Union Officials in the Political Representation of the Working Class in Switzerland (1920-2020)
Political Representation;1121;Unequal Representation 2;MP7-222;Saturday;12:00;Daphne van der Pas;Jesper Lindqvist;Leonie Rettig;Inequality in policy responsiveness: Do age group disparities in substantive representation exist?
Political Representation;1121;Unequal Representation 2;MP7-222;Saturday;12:00;Daphne van der Pas;Jesper Lindqvist;Paul Marx;A mixed-method approach to preference gaps
Political Representation;1121;Unequal Representation 2;MP7-222;Saturday;12:00;Daphne van der Pas;Jesper Lindqvist;Orit Kedar, Yair Amitai, Gilad Hurvitz;Geographic representation
Political Representation;1121;Unequal Representation 2;MP7-222;Saturday;12:00;Daphne van der Pas;Jesper Lindqvist;Verena Reidinger;How members of historically dominant groups react to marginalised group’s descriptive representation
Political Economy;1205;Political Inequality;MP6-5;Saturday;12:00;Susanne Garritzmann;Steffen Wamsler;Nadja Wehl, Susanne Garritzmann, Katja Pomianowicz, Marius Busemeyer, Claudia Diehl, Axinja;Hachfeld, Thomas Hinz, Theo Marinis Students' perceptions of inequality and their political (dis)engagement
Political Economy;1205;Political Inequality;MP6-5;Saturday;12:00;Susanne Garritzmann;Steffen Wamsler;Alberto Parmigiani;The Ideological Polarization of Individual Donors
Political Economy;1205;Political Inequality;MP6-5;Saturday;12:00;Susanne Garritzmann;Steffen Wamsler;Michele Fenzl, Christine Stedtnitz;The News We Choose: Unfair Inequality and the Growing Success of Populist News
Political Economy;1214;Industry, Technology, and Labor Market Outcomes;MP8-Large;Saturday;12:00;Michael Becher;Timm Betz;Michael Becher, Daniel Stegmueller;Machines Against Workers? Rethinking the Impact of Robots on Union Strength
Political Economy;1214;Industry, Technology, and Labor Market Outcomes;MP8-Large;Saturday;12:00;Michael Becher;Timm Betz;Søren Etzerodt;The politics of shutting down an industry: The case of the mink farm closures in Denmark
Political Economy;1214;Industry, Technology, and Labor Market Outcomes;MP8-Large;Saturday;12:00;Michael Becher;Timm Betz;Carly Potz-Nielsen, Jane L. Sumner;Crime Pays When Companies Don’t: Trade-Related Job Losses and Acceptance of Illicit Capital Flows
Political Economy;1214;Industry, Technology, and Labor Market Outcomes;MP8-Large;Saturday;12:00;Michael Becher;Timm Betz;Niccolo Bonifai, Nita Rudra;Empowering Labor? Analyzing the Political Effects of Global Value Chains
Public Opinion and Political Communication;1408;Political Campaigns;MP7-313;Saturday;12:00;Catherine de Vries;Benjamin Guinaudeau;Philipp Darius, Sebastian Stier;Fragmentation instead of Normalization? How institutional, strategic and individual predictors of political elite communication in election campaigns change over time
Public Opinion and Political Communication;1408;Political Campaigns;MP7-313;Saturday;12:00;Catherine de Vries;Benjamin Guinaudeau;Christina Gahn, Simon Kruschinski;Parties’ strategies for targeting and tailoring issue messages in political campaigns
Public Opinion and Political Communication;1408;Political Campaigns;MP7-313;Saturday;12:00;Catherine de Vries;Benjamin Guinaudeau;Catherine De Vries, Luca Bellodi, Alonso Roman Amarales;Age Based Conflict: Evidence for the US Congressional Elections
Public Opinion and Political Communication;1408;Political Campaigns;MP7-313;Saturday;12:00;Catherine de Vries;Benjamin Guinaudeau;Dino Wildi;Not Like Other Parties: Negative Campaigning Against Right-Wing Challengers in Europe
Public Opinion and Political Communication;1408;Political Campaigns;MP7-313;Saturday;12:00;Catherine de Vries;Benjamin Guinaudeau;Philipp Mendoza, Alessandro Nai, Linda Bos;Dynamics of online political elite hostility: The audio-visual packaging of negative and uncivil campaign ads on meta.
Political Behavior;1014;Immigration Policies;MP6-4;Saturday;12:00;Sergi Pardos-Prado;Hanno Hilbig;Daniel Auer, Michaela Slotwinski, Dominik Hangartner, Achim Ahrens, Selina Kurer, Alois Stutzer,;Stefanie Kurt Welfare Benefits and Refugee Crime
Political Behavior;1014;Immigration Policies;MP6-4;Saturday;12:00;Sergi Pardos-Prado;Hanno Hilbig;Charlotte Cavaille, Victor Gay, Anne Degrave;Social Solidarity in France During the Great Depression: Did Immigration Hinder the Creation of Municipal Unemployment Funds?
Political Behavior;1014;Immigration Policies;MP6-4;Saturday;12:00;Sergi Pardos-Prado;Hanno Hilbig;Jeremy Ferwerda, Moritz Marbach, Dominik Hangartner;The Prevalence of Local Welfare Discrimination Against Immigrants: Evidence from Swiss Social Assistance Records
Political Behavior;1014;Immigration Policies;MP6-4;Saturday;12:00;Sergi Pardos-Prado;Hanno Hilbig;Sergi Pardos-Prado;Immigration policy and long-term migrant integration
Political Behavior;1014;Immigration Policies;MP6-4;Saturday;12:00;Sergi Pardos-Prado;Hanno Hilbig;Asli Unan;Trade-offs and Reversals in Policymaking
Public Opinion and Political Communication;1418;Political Disagreement and Polarization 1;MP7-314;Saturday;12:00;Sara Hobolt;Melanie Dietz;Jesper Rasmussen, Lasse Lindekilde, Tanja Hansen, Simon Karg;The consequences of cross-partisan bystander reactions: Mitigating adverse consequences of partisan hostility on social media
Public Opinion and Political Communication;1418;Political Disagreement and Polarization 1;MP7-314;Saturday;12:00;Sara Hobolt;Melanie Dietz;James Tilley, Sara Hobolt, Teresa Bejan;Political intolerance and partisan polarization
Public Opinion and Political Communication;1418;Political Disagreement and Polarization 1;MP7-314;Saturday;12:00;Sara Hobolt;Melanie Dietz;Melanie Dietz, Sigrid Roßteutscher;Different Colors of the Same Rainbow? Polarization of Gender Issues and Their Interplay With Cultural and Socio-Economic Issues.
Public Opinion and Political Communication;1418;Political Disagreement and Polarization 1;MP7-314;Saturday;12:00;Sara Hobolt;Melanie Dietz;Jonathan Woon;Partisan Identity and Second-Order Beliefs
Public Opinion and Political Communication;1418;Political Disagreement and Polarization 1;MP7-314;Saturday;12:00;Sara Hobolt;Melanie Dietz;Mark Kayser, Kasia Nalewajko;How Bad Can It Get? In-Group Biased Decision-making under Partisan Polarization
Comparative Politics;1502;Parties in Autocracies;MP5-Köln;Saturday;12:00;Milan Svolik;Gabriel Leon-Ablan;Maria Murias Munoz;The historical roots of African party systems
Comparative Politics;1502;Parties in Autocracies;MP5-Köln;Saturday;12:00;Milan Svolik;Gabriel Leon-Ablan;Milan Svolik, Lee Morgenbesser;The Singapore Model of Authoritarianism
Comparative Politics;1502;Parties in Autocracies;MP5-Köln;Saturday;12:00;Milan Svolik;Gabriel Leon-Ablan;Jun Sudduth;Elite Purges and the Consolidation of Power in Dictatorships
Comparative Politics;1502;Parties in Autocracies;MP5-Köln;Saturday;12:00;Milan Svolik;Gabriel Leon-Ablan;Fabio Angiolillo, Felix Wiebrecht;Authoritarian Party Building, Elites’ Retention, and the Effects on Clientelism
Comparative Politics;1502;Parties in Autocracies;MP5-Köln;Saturday;12:00;Milan Svolik;Gabriel Leon-Ablan;Pau Vall Prat;Intra-Elite Competition and Electoral Fraud
Comparative Politics;1503;Courts;MP8-Small;Saturday;12:00;Gerald Schneider;Elisa D'Amico;Nirvikar Jassal;Gender Quotas and Access to Justice: Evidence from a Randomized Indian Lottery
Comparative Politics;1503;Courts;MP8-Small;Saturday;12:00;Gerald Schneider;Elisa D'Amico;Tofigh Maboudi, Elisa D'Amico;Environmental Laws, Constitutionalism, and Climate Change Litigation
Comparative Politics;1503;Courts;MP8-Small;Saturday;12:00;Gerald Schneider;Elisa D'Amico;Maren Lüdecke, Gerald Schneider;Consent and contradiction: The determinants of asylum adjudication in Germany
Comparative Politics;1503;Courts;MP8-Small;Saturday;12:00;Gerald Schneider;Elisa D'Amico;Silje Synnøve Lyder Hermansen, Erik Voeten;The effect ideology on court rulings: the role of judges in state aid litigation before the CJEU
Formal Political Theory;1703;Formal Models of Information and Accountability;MP7-315;Saturday;12:00;Patrick Le Bihan;shared responsibility;Lorenzo Vicari;Media Symbiosis
Formal Political Theory;1703;Formal Models of Information and Accountability;MP7-315;Saturday;12:00;Patrick Le Bihan;shared responsibility;Saba Devdariani;External Shocks and Anticipatory Pandering
Formal Political Theory;1703;Formal Models of Information and Accountability;MP7-315;Saturday;12:00;Patrick Le Bihan;shared responsibility;Scott Ashworth, Ken Shotts;Challengers and Electoral Accountability
Formal Political Theory;1703;Formal Models of Information and Accountability;MP7-315;Saturday;12:00;Patrick Le Bihan;shared responsibility;Patrick Le Bihan, Dimitri Landa, Catherine Hafer;False Statements and Fake News
Party Politics;1806;Wings and Factions in Political Parties;MP5-Rom;Saturday;12:00;Henrik Bech Seeberg;Michal Grahn;Ann-Kristin Kölln, Jacob Gunderson;Illuminating the Black Box: Mapping ideological factions in Western democracies
Party Politics;1806;Wings and Factions in Political Parties;MP5-Rom;Saturday;12:00;Henrik Bech Seeberg;Michal Grahn;Jana Schwenk, Jacob Gunderson;Blurring to Survive? The effect of intraparty democracy on elite blurring strategies
Party Politics;1806;Wings and Factions in Political Parties;MP5-Rom;Saturday;12:00;Henrik Bech Seeberg;Michal Grahn;Sofia Ammassari, Duncan McDonnell, Reinhard Heinisch, Marco Valbruzzi, Carsten Wegscheider,;Annika Werner Why women join youth wings: Explaining motivations and the role of socialisation
Party Politics;1806;Wings and Factions in Political Parties;MP5-Rom;Saturday;12:00;Henrik Bech Seeberg;Michal Grahn;Henrik Bech Seeberg;Do Politicians Listen to Youth Wings? Evidence from an Elite Experiment
Party Politics;1806;Wings and Factions in Political Parties;MP5-Rom;Saturday;12:00;Henrik Bech Seeberg;Michal Grahn;Sofia Marini;Party factions and party change: does intra-party ideological heterogeneity affect policy positions? WFPP - Wings & Factions in Political Parties
Conflict and Security;1910;Protest Dynamics;MP7-316;Saturday;12:00;Gabriele Spilker;Graig Klein;Babak Rezaee Daryakenari;State repression, digital diaries, and backlash mobilization
Conflict and Security;1910;Protest Dynamics;MP7-316;Saturday;12:00;Gabriele Spilker;Graig Klein;Lina Skoglund;Voices in the wilderness? The spatial distribution of the costs of environmental policy and anti-state mobilization
